Gr Liv Area,Lot Area,Total Bsmt SF,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Bedroom AbvGr,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Neighborhood,Central Air,Sale Condition,SalePrice
1126,7400,1060.0,5,5,1984,1984,2,1,0,5,0,2.0,506.0,Sawyer,Y,Normal,152000
1258,12900,1198.0,4,4,1969,1969,0,0,2,6,0,2.0,400.0,Sawyer,Y,Alloca,108959
1140,12900,1300.0,5,4,1920,1950,3,1,0,6,0,2.0,400.0,Sawyer,Y,Alloca,95541
1006,9000,1006.0,5,3,1959,1959,3,1,0,5,0,0.0,0.0,Sawyer,Y,Normal,80000
1228,8544,1228.0,5,6,1966,2006,3,1,1,6,0,1.0,271.0,Sawyer,Y,Normal,149350
960,9239,960.0,5,8,1963,2003,3,1,0,6,0,1.0,300.0,Sawyer,Y,Normal,144900
1188,14175,988.0,6,8,1956,1956,1,1,0,4,1,2.0,621.0,Sawyer,Y,Normal,185000
1383,13284,1383.0,5,5,1954,1954,3,1,0,6,1,1.0,354.0,Sawyer,Y,Normal,165000
1252,13500,1602.0,6,7,1960,1975,1,1,0,4,1,2.0,564.0,ClearCr,Y,Normal,235000
1601,13825,533.0,5,6,1958,1987,3,1,0,6,0,1.0,300.0,Sawyer,Y,Normal,140000
672,10200,672.0,5,8,1940,1997,2,1,0,4,0,1.0,240.0,Sawyer,Y,Normal,108000
1721,10532,988.0,5,3,1960,1960,3,2,0,7,2,2.0,626.0,ClearCr,Y,Abnorml,145000
1350,8375,576.0,5,7,1941,1973,2,1,1,6,0,3.0,627.0,Sawyer,Y,Normal,152400
904,10200,864.0,5,8,1970,1970,3,1,0,5,0,3.0,912.0,Sawyer,Y,Normal,144000
1291,2887,1291.0,6,5,1996,1997,2,1,0,6,1,2.0,431.0,ClearCr,Y,Normal,173000
2022,10005,1160.0,7,5,1977,1977,4,2,1,8,1,2.0,505.0,ClearCr,Y,Normal,192000
1524,20270,1524.0,7,6,1979,1979,3,2,0,7,2,2.0,478.0,ClearCr,Y,Normal,245000
1363,39104,1385.0,7,7,1954,2005,2,1,0,5,2,2.0,439.0,ClearCr,Y,Normal,241500
1663,53227,1364.0,4,6,1954,1994,2,1,0,6,2,2.0,529.0,ClearCr,Y,Normal,256000
1357,11512,1019.0,6,7,1959,2006,2,1,0,5,1,1.0,312.0,Edwards,Y,Normal,177000
1079,5190,570.0,7,5,1948,1950,2,1,0,5,1,1.0,249.0,Edwards,Y,Normal,125600
1094,10452,1094.0,6,5,1953,1953,3,1,0,5,2,2.0,495.0,Edwards,Y,Normal,155000
2358,45600,907.0,6,8,1908,1997,5,3,0,10,1,2.0,360.0,ClearCr,Y,Normal,240000
1518,19550,1580.0,5,7,1940,2007,2,1,0,5,2,0.0,0.0,Edwards,Y,Normal,260000
1674,21780,1163.0,6,7,1918,1950,4,2,0,8,1,2.0,396.0,Edwards,Y,Normal,185000
2108,13728,1127.0,6,7,1935,1986,4,2,0,7,2,2.0,540.0,Edwards,Y,Normal,235000
1509,9571,1509.0,5,6,1956,1956,3,1,0,6,1,1.0,322.0,Edwards,Y,Normal,159900
864,9350,864.0,5,5,1975,1975,2,1,0,4,0,0.0,0.0,Edwards,N,Normal,99600
1269,9360,621.0,6,8,1962,2001,3,1,1,7,0,1.0,280.0,Edwards,Y,Normal,134500
1367,8405,861.0,5,8,1900,1950,4,1,0,7,0,1.0,384.0,Edwards,Y,Normal,119000
1347,7000,1117.0,5,7,1910,1991,3,1,0,5,0,0.0,0.0,Edwards,Y,Normal,107500
1164,10880,1164.0,5,5,1950,1950,3,1,0,5,0,1.0,240.0,Edwards,N,Normal,125000
1096,9600,572.0,6,5,1924,1950,2,1,0,5,0,0.0,0.0,Edwards,N,Normal,79000
1111,9084,616.0,5,6,1941,1950,3,1,0,5,0,1.0,200.0,Edwards,N,Normal,95000
2329,11839,1475.0,7,5,1990,1990,4,2,1,10,1,2.0,514.0,SawyerW,Y,Normal,262280
2814,9771,1077.0,6,5,1995,2002,4,2,1,9,1,2.0,614.0,SawyerW,Y,Normal,260000
1626,9938,1602.0,7,5,1994,1994,3,2,1,7,1,2.0,534.0,SawyerW,Y,Normal,226500
2200,14171,812.0,7,5,1993,1994,4,2,1,9,1,2.0,453.0,SawyerW,Y,Normal,225000
2037,10541,672.0,7,5,1996,1996,3,2,1,8,1,2.0,472.0,SawyerW,Y,Normal,229000
1356,10616,628.0,7,5,2007,2007,3,2,1,6,1,2.0,484.0,CollgCr,Y,Partial,177439
1615,9345,1615.0,8,5,2007,2007,3,2,0,7,1,3.0,864.0,CollgCr,Y,Normal,248500
2276,11778,2271.0,9,5,2008,2008,3,2,0,7,2,3.0,1348.0,CollgCr,Y,Abnorml,475000
1766,11778,1751.0,9,5,2008,2008,3,2,1,8,2,3.0,874.0,CollgCr,Y,Partial,395039
2097,11228,1080.0,7,5,1993,1993,3,2,1,9,1,3.0,678.0,SawyerW,Y,Normal,228000
1511,11454,1401.0,8,5,1995,1995,3,2,0,6,1,3.0,811.0,SawyerW,Y,Normal,225000
1643,11500,1182.0,6,6,1966,1966,2,2,0,6,1,2.0,438.0,ClearCr,Y,Normal,195000
1688,12798,616.0,6,5,1997,1997,4,2,1,8,0,2.0,603.0,ClearCr,Y,Normal,200000
990,9750,990.0,5,7,1994,1994,3,1,0,5,0,2.0,528.0,CollgCr,Y,Normal,155000
1099,9525,1099.0,5,6,1995,2006,3,1,1,6,0,1.0,352.0,CollgCr,Y,Normal,144000
990,9245,990.0,5,5,1994,1995,3,1,0,5,0,2.0,672.0,CollgCr,Y,Normal,145000
1418,8696,1418.0,7,5,1997,1998,3,2,0,5,1,2.0,558.0,CollgCr,Y,Normal,226001
1771,13142,864.0,6,5,1997,1997,3,2,1,6,0,2.0,600.0,CollgCr,Y,Normal,215700
1652,8998,782.0,7,5,2000,2000,3,2,1,6,0,2.0,532.0,CollgCr,Y,Normal,207500
1790,9179,873.0,7,5,1999,1999,3,2,1,7,0,2.0,588.0,CollgCr,Y,Abnorml,193000
1724,8924,880.0,7,5,1998,1999,3,2,1,8,0,2.0,527.0,CollgCr,Y,Normal,188000
1479,9382,1468.0,7,5,1999,2000,3,2,0,6,0,2.0,577.0,CollgCr,Y,Normal,191000
1494,12803,1494.0,7,5,2002,2002,3,2,0,6,1,2.0,530.0,CollgCr,Y,Normal,221000
1792,12435,963.0,7,5,2001,2001,3,2,1,7,1,2.0,564.0,CollgCr,Y,Normal,231500
1823,12192,928.0,7,5,2000,2001,3,2,1,6,0,2.0,626.0,CollgCr,Y,Normal,235000
1786,11250,920.0,7,5,2001,2002,3,2,1,6,1,2.0,608.0,CollgCr,Y,Normal,223500
938,9200,938.0,5,6,1975,1980,3,1,0,5,0,1.0,308.0,CollgCr,Y,Normal,130250
985,8385,985.0,5,8,1977,1977,3,2,0,6,0,1.0,328.0,CollgCr,Y,Normal,149900
1174,12250,864.0,5,6,1978,1978,3,1,0,5,0,2.0,528.0,CollgCr,Y,Normal,158000
1026,10970,940.0,6,6,1978,1978,3,1,0,5,0,2.0,576.0,CollgCr,Y,Normal,147000
1076,9216,1076.0,5,6,1975,1975,3,1,1,5,1,2.0,576.0,CollgCr,Y,Abnorml,143195
1558,14330,864.0,5,6,1975,2001,2,2,0,5,0,2.0,440.0,CollgCr,Y,Normal,163000
924,7990,924.0,5,6,1975,1975,3,1,0,5,0,1.0,280.0,CollgCr,Y,Normal,110000
864,7180,864.0,5,7,1972,1972,3,1,0,5,0,1.0,352.0,CollgCr,Y,Normal,127000
780,7200,780.0,5,7,1972,1972,2,1,0,4,0,1.0,352.0,CollgCr,Y,Normal,124900
1795,9742,1777.0,8,5,2002,2002,3,2,0,7,1,2.0,534.0,CollgCr,Y,Normal,230000
2031,9473,1128.0,8,5,2002,2002,3,2,1,7,1,2.0,577.0,CollgCr,Y,Normal,237000
1865,10316,992.0,7,5,2000,2000,3,2,1,7,1,3.0,839.0,CollgCr,Y,Normal,235000
2161,10400,1257.0,7,5,2001,2001,3,2,1,8,1,2.0,570.0,CollgCr,Y,Normal,230500
1852,9066,1004.0,8,5,1999,2000,3,2,1,7,2,3.0,660.0,CollgCr,Y,Normal,230000
2031,11404,1153.0,7,5,1998,1999,3,2,1,8,1,2.0,541.0,CollgCr,Y,Normal,222500
2263,9240,1055.0,8,5,2001,2002,3,2,1,7,1,2.0,905.0,CollgCr,Y,Normal,287000
1947,9720,1357.0,9,5,2001,2002,3,2,1,7,1,3.0,725.0,CollgCr,Y,Normal,274000
1786,14860,1778.0,8,5,2002,2003,3,2,0,6,1,3.0,715.0,CollgCr,Y,Normal,300000
2290,11250,1128.0,8,5,2002,2002,4,2,1,9,1,2.0,779.0,CollgCr,Y,Normal,255900
1768,8158,884.0,7,5,2003,2003,3,2,1,8,0,2.0,543.0,CollgCr,Y,Normal,224900
2327,10905,1129.0,7,5,2003,2003,4,2,1,9,1,2.0,596.0,CollgCr,Y,Normal,240000
1640,7226,798.0,7,5,2003,2003,3,2,1,6,0,2.0,595.0,CollgCr,Y,Normal,183000
1764,11690,850.0,8,5,1999,2000,3,2,1,7,1,2.0,560.0,CollgCr,Y,Normal,207000
1908,8750,915.0,7,5,1994,1995,4,2,1,8,1,2.0,493.0,CollgCr,Y,Normal,210000
848,4435,848.0,6,5,2003,2003,1,1,0,3,0,2.0,420.0,CollgCr,Y,Normal,136500
848,4426,848.0,6,5,2004,2004,1,1,0,3,0,2.0,420.0,CollgCr,Y,Normal,145000
1493,13125,1478.0,6,5,1997,1998,3,2,0,7,1,2.0,508.0,CollgCr,Y,Normal,208900
1838,10126,1838.0,6,5,1997,1998,2,2,0,8,0,3.0,721.0,CollgCr,Y,Abnorml,185000
1536,9135,1536.0,7,5,2002,2003,3,2,0,7,0,2.0,532.0,CollgCr,Y,Normal,214000
1710,8450,856.0,7,5,2003,2003,3,2,1,8,0,2.0,548.0,CollgCr,Y,Normal,208500
1445,9750,1445.0,7,5,2004,2004,3,2,0,6,0,2.0,470.0,CollgCr,Y,Normal,186500
1436,8450,1436.0,7,5,2004,2004,3,2,0,8,0,2.0,484.0,CollgCr,Y,Normal,210000
1582,8320,770.0,7,5,2004,2004,3,2,1,6,0,2.0,520.0,CollgCr,Y,Normal,185900
1234,11049,1234.0,8,5,2007,2007,3,2,0,7,0,2.0,484.0,CollgCr,Y,Normal,179900
1564,11058,1564.0,7,6,2007,2007,3,2,0,6,0,3.0,814.0,CollgCr,Y,Normal,218836
1361,9627,1351.0,7,5,2007,2007,3,2,0,6,0,2.0,610.0,CollgCr,Y,Normal,193000
1456,8199,728.0,7,5,2005,2005,3,2,1,7,1,2.0,410.0,CollgCr,Y,Normal,189000
848,4426,848.0,6,5,2004,2004,1,1,0,3,1,2.0,420.0,CollgCr,Y,Normal,149300
848,4426,848.0,6,5,2004,2004,1,1,0,3,1,2.0,420.0,CollgCr,Y,Normal,141000
848,4438,848.0,6,5,2004,2004,1,1,0,3,1,2.0,420.0,CollgCr,Y,Normal,149000
848,4438,848.0,6,5,2004,2004,1,1,0,4,1,2.0,420.0,CollgCr,Y,Normal,144500
796,8777,796.0,5,7,1910,1950,2,1,0,4,0,0.0,0.0,Edwards,Y,Normal,85000
2200,8777,1272.0,5,7,1900,2003,4,2,2,9,0,0.0,0.0,Edwards,Y,Normal,145900
1092,9825,1092.0,5,5,1966,1966,3,1,0,6,0,1.0,264.0,Edwards,Y,Abnorml,123000
1256,9937,1256.0,5,6,1965,1965,3,1,1,6,0,1.0,276.0,Edwards,Y,Normal,147500
1033,12102,456.0,5,5,1976,1976,3,1,0,6,0,2.0,504.0,Edwards,Y,Family,165000
1127,6500,1127.0,6,6,1976,1976,3,1,1,6,1,2.0,480.0,Edwards,Y,Normal,135000
996,13907,996.0,5,6,1940,1969,3,1,0,6,1,0.0,0.0,Edwards,Y,Normal,108000
1181,10012,1138.0,4,5,1972,1972,3,2,0,6,0,2.0,588.0,Edwards,Y,Normal,137500
1656,6931,746.0,7,5,2003,2004,3,2,1,7,1,2.0,397.0,Edwards,Y,Normal,165400
1117,9638,1029.0,6,6,1977,1977,3,1,0,6,1,2.0,542.0,Edwards,Y,Normal,147000
1398,7200,684.0,6,7,1976,2001,3,1,1,6,1,2.0,440.0,Edwards,Y,Normal,160500
1132,7024,1132.0,4,5,2005,2005,2,1,1,5,0,2.0,451.0,Edwards,Y,Normal,176000
3820,47007,0.0,5,7,1959,1996,5,3,1,11,2,2.0,624.0,Edwards,Y,Normal,284700
5642,63887,6110.0,10,5,2008,2008,3,2,1,12,3,2.0,1418.0,Edwards,Y,Partial,160000
1072,3675,547.0,6,5,2005,2005,2,1,0,5,0,2.0,525.0,Edwards,Y,Normal,148000
1152,6040,0.0,4,5,1955,1955,2,2,0,6,0,0.0,0.0,Edwards,N,AdjLand,82000
1152,6012,0.0,4,5,1955,1955,2,2,0,6,0,0.0,0.0,Edwards,N,AdjLand,82000
1440,12108,1440.0,4,4,1955,1955,4,2,0,8,0,0.0,0.0,Edwards,N,Normal,118000
1152,6845,0.0,4,5,1955,1955,2,2,0,6,0,0.0,0.0,Edwards,N,Normal,82500
784,6931,784.0,4,5,1955,1955,2,1,0,4,0,0.0,0.0,Edwards,N,Normal,91900
1053,12180,585.0,5,7,1938,2007,2,1,1,5,0,0.0,0.0,Edwards,Y,Family,120000
1137,8050,0.0,5,8,1947,1993,4,1,1,8,0,0.0,0.0,Edwards,Y,Normal,96000
930,9520,911.0,4,5,1953,1953,2,1,0,5,0,1.0,286.0,Edwards,Y,Normal,99000
1200,11767,768.0,5,6,1946,1995,3,1,0,6,0,1.0,240.0,Edwards,Y,Normal,130500
1470,8172,941.0,4,6,1954,1972,4,2,0,7,0,1.0,548.0,Edwards,Y,Normal,135000
1393,16466,816.0,5,7,1955,1955,3,1,1,8,0,1.0,300.0,Edwards,Y,Normal,135500
1204,7692,416.0,4,6,1954,1954,3,1,0,6,0,1.0,312.0,Edwards,Y,Abnorml,100000
1292,5142,949.0,4,7,1923,2008,3,1,1,6,0,1.0,205.0,Edwards,Y,Normal,108000
864,5604,864.0,5,6,1925,1950,2,1,0,5,0,0.0,0.0,Edwards,N,Normal,98000
864,8248,864.0,3,3,1914,1950,2,1,0,5,0,0.0,0.0,Edwards,N,Normal,67000
1716,5687,780.0,5,6,1912,2000,6,2,0,9,0,0.0,0.0,SWISU,N,Normal,135900
1482,12155,672.0,6,8,1925,1950,4,2,0,7,0,1.0,400.0,SWISU,N,Normal,140000
2192,8400,720.0,5,8,1939,1997,4,2,1,8,1,1.0,240.0,SWISU,Y,Normal,179500
1694,8400,1181.0,6,5,1925,1950,4,2,0,7,1,2.0,576.0,SWISU,Y,Normal,136500
1424,7290,1228.0,7,8,1921,1950,2,2,0,7,1,1.0,312.0,SWISU,Y,Normal,168000
1964,8525,940.0,5,6,1911,1950,4,1,1,7,0,0.0,0.0,SWISU,N,Abnorml,130000
2601,9842,612.0,5,6,1921,1998,4,3,1,8,0,2.0,621.0,SWISU,Y,Normal,189000
1920,7804,960.0,6,7,1930,1950,4,2,2,10,2,2.0,480.0,SWISU,Y,Abnorml,161900
1316,8969,644.0,6,6,1926,1950,2,1,0,6,1,1.0,369.0,Crawfor,Y,Normal,145000
2555,11526,588.0,6,7,1922,1994,3,2,0,11,1,2.0,672.0,Crawfor,Y,Normal,191000
1680,15576,840.0,6,7,1915,1976,4,2,0,8,0,1.0,308.0,Crawfor,Y,Normal,177000
1264,15564,676.0,6,6,1914,1995,3,1,0,6,0,2.0,400.0,Crawfor,Y,Normal,147500
790,6292,768.0,6,5,1930,1950,2,1,0,4,0,1.0,160.0,SWISU,N,Normal,91000
1512,7609,798.0,8,9,1925,1997,3,2,0,7,1,1.0,180.0,Crawfor,Y,Normal,231000
1639,10480,1064.0,6,5,1936,1950,3,1,0,6,0,1.0,240.0,SWISU,Y,Normal,115000
1603,9650,784.0,6,3,1923,1950,4,1,0,7,1,2.0,599.0,Crawfor,Y,Normal,138000
1502,7200,776.0,7,6,1931,2000,3,1,1,6,1,1.0,270.0,Crawfor,Y,Normal,149000
1660,11988,715.0,6,7,1934,1995,3,1,1,6,1,1.0,240.0,Crawfor,Y,Normal,188700
1938,11700,942.0,5,6,1937,1995,4,2,0,7,1,1.0,240.0,Crawfor,Y,Normal,198000
1374,9260,884.0,5,4,1938,1950,3,1,0,6,0,1.0,225.0,Crawfor,Y,Normal,110000
1091,7801,1091.0,6,5,1951,1951,2,1,0,5,1,1.0,344.0,Crawfor,N,Normal,104000
1873,9670,608.0,8,6,1935,1950,4,1,1,9,2,2.0,786.0,Crawfor,Y,Alloca,257076
3447,14100,728.0,8,9,1935,1997,4,3,1,11,2,3.0,1014.0,Crawfor,Y,Normal,381000
1954,15660,798.0,7,9,1939,2006,3,1,1,8,2,2.0,431.0,Crawfor,Y,Normal,311500
2161,12392,832.0,7,9,1950,2000,3,2,1,8,2,2.0,506.0,Crawfor,Y,Normal,263400
1898,26073,1898.0,5,5,1956,1956,3,2,1,7,2,2.0,484.0,Crawfor,Y,Normal,236500
1640,14778,1296.0,6,7,1954,2006,3,1,0,7,1,2.0,924.0,Crawfor,Y,Normal,224000
1032,1879,516.0,6,6,1980,1980,2,1,0,5,1,2.0,462.0,Blueste,Y,Normal,116500
1556,1950,716.0,6,6,1980,1980,3,2,1,6,1,2.0,452.0,Blueste,Y,Normal,151000
919,7000,894.0,6,8,1926,1998,2,1,0,5,0,1.0,195.0,IDOTRR,Y,Normal,126000
1090,6000,720.0,6,8,1940,2006,3,1,0,5,0,1.0,240.0,IDOTRR,Y,Normal,120000
796,3636,796.0,4,4,1922,1950,2,1,0,5,0,0.0,0.0,IDOTRR,N,Normal,55000
816,5890,816.0,6,8,1930,2007,2,1,0,5,0,1.0,432.0,IDOTRR,Y,Normal,120500
778,6900,740.0,5,6,1940,1955,2,1,0,4,1,1.0,924.0,IDOTRR,Y,Normal,120500
1200,8155,780.0,5,7,1930,1950,4,1,0,7,0,0.0,0.0,IDOTRR,Y,Normal,119000
1656,6000,624.0,5,5,1967,1967,3,1,1,7,1,1.0,288.0,IDOTRR,Y,Normal,126000
912,7392,520.0,5,7,1930,1995,2,1,0,5,0,1.0,360.0,IDOTRR,Y,Normal,99500
1955,9000,1151.0,5,5,1958,1958,4,2,0,7,0,1.0,356.0,IDOTRR,Y,Normal,165500
733,14584,0.0,1,5,1952,1952,2,1,0,4,0,2.0,487.0,IDOTRR,N,Abnorml,13100
1361,5280,173.0,4,7,1895,1950,2,1,0,6,0,1.0,185.0,IDOTRR,N,Normal,89000
1317,8500,649.0,4,4,1920,1950,3,1,0,6,0,1.0,250.0,IDOTRR,N,Normal,40000
1049,5150,356.0,4,7,1910,2000,2,1,0,5,0,1.0,195.0,IDOTRR,N,Normal,80900
894,18000,894.0,3,4,1935,1950,2,1,0,6,0,3.0,1248.0,IDOTRR,Y,Normal,81000
864,9000,592.0,4,6,1920,1950,3,1,1,5,0,1.0,216.0,IDOTRR,Y,Normal,65000
1652,5587,1600.0,8,5,2008,2008,2,2,0,5,1,2.0,482.0,Crawfor,Y,Partial,392500
1648,3843,1596.0,8,5,2007,2008,2,2,0,5,1,2.0,525.0,Crawfor,Y,Partial,294464
1646,3811,1594.0,7,5,2004,2005,2,2,0,5,1,2.0,482.0,Crawfor,Y,Normal,250000
1646,3842,1594.0,8,5,2004,2005,2,2,0,5,1,2.0,482.0,Crawfor,Y,Normal,275000
2032,23730,1840.0,7,5,1996,1997,3,3,0,7,0,3.0,786.0,Mitchel,Y,Normal,300000
1689,13265,1568.0,8,5,2002,2002,3,2,0,7,2,3.0,857.0,Mitchel,Y,Normal,271000
1820,11050,910.0,7,5,1996,1997,3,2,1,8,1,3.0,816.0,Mitchel,Y,Normal,213000
1118,9880,1096.0,6,6,1977,1977,3,1,0,6,1,1.0,358.0,Mitchel,Y,Normal,171000
1279,10125,1196.0,6,6,1977,1977,3,2,0,6,2,2.0,473.0,Mitchel,Y,Normal,171500
1872,10260,0.0,5,4,1976,1976,4,2,2,8,0,2.0,484.0,Mitchel,Y,Abnorml,100000
1689,9990,1680.0,4,5,1991,1991,3,2,0,6,1,2.0,432.0,Mitchel,Y,Normal,228500
1786,164660,1499.0,5,6,1965,1965,3,2,0,7,2,2.0,529.0,Timber,Y,Normal,228950
1501,4084,1277.0,7,6,1986,1986,2,2,0,6,1,2.0,512.0,Timber,Y,Normal,241500
2898,15498,1565.0,8,6,1976,1976,2,2,0,10,1,2.0,665.0,Timber,Y,Abnorml,287000
1537,11563,1518.0,8,5,2006,2007,3,2,0,8,0,3.0,788.0,Timber,Y,Normal,294000
1646,9520,1638.0,8,5,2007,2008,3,2,0,7,1,3.0,800.0,Timber,Y,Partial,293077
1780,12852,920.0,8,5,2007,2007,3,2,1,6,1,2.0,612.0,Timber,Y,Partial,264966
1442,9802,352.0,5,5,2006,2007,3,2,1,6,0,2.0,400.0,Timber,Y,Normal,172500
1394,9735,384.0,5,5,2006,2007,3,2,1,7,0,2.0,400.0,Timber,Y,Normal,167500
1612,12018,796.0,7,5,2008,2008,3,2,1,6,0,3.0,666.0,Timber,Y,Partial,218689
1495,12890,1495.0,6,5,1989,1989,3,2,0,8,1,2.0,438.0,Timber,Y,Normal,150000
1651,12416,1606.0,6,5,1986,1986,3,2,0,7,1,2.0,616.0,Timber,Y,Normal,184000
1256,18265,1256.0,6,5,1986,1986,3,2,0,6,1,2.0,578.0,Timber,Y,Normal,180000
1509,10200,1461.0,6,5,1988,1989,3,2,0,5,1,2.0,600.0,Timber,Y,Abnorml,175000
1440,11202,1432.0,8,5,2003,2003,3,2,0,7,1,2.0,467.0,Timber,Y,Normal,232500
1675,7915,1666.0,6,5,1999,2000,3,2,0,6,0,2.0,435.0,Timber,Y,Normal,195000
2262,12244,1482.0,8,5,2003,2003,4,2,1,10,2,3.0,749.0,Timber,Y,Normal,305000
1728,11449,1884.0,8,5,2007,2007,3,2,0,7,1,2.0,520.0,Timber,Y,Normal,298751
1964,11447,1964.0,8,5,2005,2006,3,2,1,7,1,3.0,892.0,Timber,Y,Normal,370000
1344,8940,1344.0,7,5,1997,1998,2,2,0,8,0,4.0,784.0,Mitchel,Y,Alloca,209200
1344,7060,1344.0,7,5,1997,1998,2,2,0,8,0,4.0,784.0,Mitchel,Y,Alloca,206300
1092,9278,1092.0,5,5,2007,2008,2,1,0,5,0,0.0,0.0,Mitchel,Y,Abnorml,146000
1189,4500,1189.0,6,5,1997,1997,2,2,0,4,0,2.0,392.0,Mitchel,Y,Normal,160500
1200,14137,1200.0,4,5,1964,1964,3,1,0,6,0,3.0,850.0,Mitchel,Y,Normal,173000
1040,4224,1040.0,5,6,1975,1975,3,1,0,6,0,2.0,499.0,MeadowV,Y,Normal,124000
1304,2665,264.0,5,6,1976,1976,3,1,1,4,1,1.0,336.0,MeadowV,Y,Normal,115000
1475,2665,550.0,5,7,1976,1976,4,2,0,6,1,1.0,336.0,MeadowV,Y,Normal,129500
988,1974,526.0,4,7,1973,2006,2,1,0,5,0,1.0,297.0,MeadowV,Y,Normal,105000
988,1596,462.0,4,6,1973,1973,1,1,0,4,1,1.0,297.0,MeadowV,Y,Normal,94900
1160,17979,1113.0,5,6,1968,1968,3,1,0,6,0,1.0,257.0,Mitchel,Y,Normal,152500
1092,1477,546.0,6,9,1970,2007,3,2,1,6,0,0.0,0.0,MeadowV,Y,Normal,98000
630,1890,630.0,4,7,1972,1972,1,1,0,3,0,0.0,0.0,MeadowV,Y,Normal,81000
988,21750,988.0,5,5,1954,1954,2,1,0,4,0,2.0,520.0,Mitchel,Y,Normal,113000
816,6490,816.0,5,7,1983,1983,2,1,0,4,0,1.0,264.0,Mitchel,Y,Normal,128500
923,6951,876.0,5,5,1984,1985,3,1,0,5,0,1.0,264.0,Mitchel,Y,Normal,119500
816,6600,816.0,5,9,1982,2008,3,1,0,5,1,1.0,264.0,Mitchel,Y,Normal,130500
816,6600,816.0,5,8,1982,2003,2,1,0,4,0,2.0,816.0,Mitchel,Y,Normal,138000
845,6600,845.0,5,6,1982,2005,3,1,0,6,0,1.0,264.0,Mitchel,Y,Normal,134500
1750,12508,983.0,6,7,1940,1985,4,2,0,7,0,1.0,423.0,Mitchel,Y,Normal,160000
889,12395,864.0,5,6,1984,1984,3,1,0,6,0,2.0,484.0,Mitchel,Y,Normal,137500
1968,11075,784.0,5,4,1969,1969,4,2,1,7,1,2.0,530.0,Mitchel,Y,Normal,172000
1836,56600,686.0,5,1,1900,1950,4,2,0,7,0,1.0,288.0,IDOTRR,Y,Normal,103000
1587,10667,1587.0,6,6,1971,1971,3,2,0,7,1,2.0,525.0,NAmes,Y,Normal,167300
1277,10628,1277.0,7,5,1970,1970,2,1,0,5,1,2.0,526.0,NAmes,Y,Normal,167000
2223,13651,2223.0,7,6,1973,1973,3,2,0,8,2,2.0,516.0,NAmes,Y,Normal,244000
2217,15865,2217.0,8,6,1970,1970,4,2,0,8,1,2.0,621.0,NAmes,Y,Normal,268000
1733,12394,847.0,7,5,2003,2003,3,2,1,7,1,2.0,433.0,Gilbert,Y,Family,225000
1572,10364,806.0,6,5,1995,1996,3,2,1,7,1,2.0,373.0,Gilbert,Y,Normal,168000
1470,13869,794.0,6,6,1997,1997,3,2,0,6,0,2.0,388.0,Gilbert,Y,Normal,177000
1600,8773,916.0,6,5,1997,1997,3,2,1,7,1,2.0,460.0,Gilbert,Y,Normal,169000
1384,8872,384.0,6,5,1997,1997,3,2,1,7,1,2.0,390.0,Gilbert,Y,Normal,161500
1652,5330,1494.0,8,5,2000,2000,2,2,0,6,0,2.0,499.0,StoneBr,Y,Normal,251000
1694,10147,392.0,6,5,1994,1994,3,2,1,7,1,2.0,398.0,Gilbert,Y,Normal,160000
1714,8637,923.0,6,5,1999,2000,3,2,1,7,1,2.0,451.0,Gilbert,Y,Abnorml,180000
1553,7875,691.0,7,5,1996,1996,3,2,1,6,0,2.0,420.0,Gilbert,Y,Normal,178750
1253,7875,1237.0,7,5,1995,1996,3,2,0,6,1,2.0,402.0,Gilbert,Y,Normal,176000
2299,7500,938.0,6,5,1999,2003,5,3,1,7,1,2.0,482.0,Gilbert,Y,Normal,204000
1187,9556,1168.0,7,5,1992,1993,3,2,0,6,0,2.0,420.0,Gilbert,Y,Normal,160000
1472,10784,384.0,7,5,1991,1992,3,2,1,7,1,2.0,402.0,Gilbert,Y,Normal,160000
1482,9125,384.0,7,5,1992,1992,3,2,1,7,1,2.0,392.0,Gilbert,Y,Normal,163900
1642,7655,903.0,6,5,1993,1994,3,2,1,7,1,2.0,392.0,Gilbert,Y,Normal,168000
1128,18160,1302.0,6,6,1964,1964,3,1,0,6,1,2.0,480.0,Gilbert,Y,Alloca,154204
1088,3696,1074.0,8,5,1986,1986,2,1,1,5,0,2.0,461.0,StoneBr,Y,Normal,170000
2090,5062,1190.0,7,5,1984,1984,3,2,0,6,1,2.0,577.0,StoneBr,Y,Normal,207500
1179,4740,1166.0,8,5,1988,1988,2,2,0,5,0,2.0,480.0,StoneBr,Y,Normal,182000
1321,5118,1312.0,8,5,1990,1990,1,1,0,4,1,2.0,484.0,StoneBr,Y,Normal,212000
1922,14157,1922.0,9,5,2005,2006,3,2,0,8,1,3.0,676.0,StoneBr,Y,Normal,377426
2541,12328,1149.0,8,5,2005,2005,4,3,1,10,1,3.0,729.0,StoneBr,Y,Normal,349265
2338,51974,2660.0,9,5,2006,2007,4,2,1,8,2,3.0,1110.0,StoneBr,Y,Partial,591587
1424,41600,1100.0,5,5,1969,1990,3,1,1,7,0,3.0,828.0,Gilbert,Y,Normal,155000
1612,8035,1612.0,9,5,2006,2006,2,2,0,6,1,2.0,556.0,StoneBr,Y,Normal,319900
